time	flux	flux_err
57636.626552	1.000198	0.000716
57636.627554	1.000574	0.000709
57636.628576999996	0.999611	0.0007079999999999998
57636.62958	0.999663	0.0007019999999999999
57636.630588	1.000307	0.0007020000000000001
57636.631664	1.002117	0.0006959999999999999
57636.632684	1.000766	0.000695
57636.633694000004	0.999269	0.0006879999999999998
57636.634748	1.000072	0.0006879999999999999
57636.635806	1.00043	0.000683
57636.636874	1.000059	0.000682
57636.637899	0.999771	0.0006759999999999998
57636.638908	1.001126	0.0006769999999999999
57636.639926	1.001185	0.0006769999999999999
57636.640924	1.000268	0.0006699999999999999
57636.641962	0.999033	0.0006689999999999999
57636.643002	0.999664	0.0006629999999999999
57636.643999	1.000358	0.0006639999999999998
57636.645002	1.000453	0.0006629999999999999
57636.646017	0.999566	0.0006569999999999999
57636.647041	0.998077	0.0006560000000000001
57636.648046	0.99946	0.0006569999999999999
57636.649088	0.998875	0.0006499999999999999
57636.650134999996	1.001117	0.0006509999999999998
57636.651216	0.998898	0.0006449999999999998
57636.652227	1.000855	0.000645
57636.653292	0.999488	0.0006449999999999998
57636.654303	0.999242	0.000639
57636.655344	0.999027	0.0006379999999999999
57636.656353	0.999093	0.000639
57636.657438	1.000224	0.0006329999999999998
57636.658493	1.000648	0.000634
57636.65951	1.000507	0.0006329999999999999
57636.660563	0.999937	0.0006330000000000001
57636.661571	0.999251	0.0006269999999999998
57636.662607	1.000118	0.0006269999999999998
57636.663631	1.000611	0.000628
57636.664634	0.999084	0.000627
57636.665664	0.998567	0.0006209999999999999
57636.666722	0.999148	0.000621
57636.667740000004	0.99674	0.0006189999999999998
57636.668747	0.997084	0.0006189999999999999
57636.669752	0.99459	0.0006129999999999999
57636.670786	0.995217	0.0006129999999999999
57636.671845	0.994218	0.000613
57636.672888	0.993704	0.000612
57636.673891	0.993214	0.0006059999999999999
57636.67492	0.992478	0.0006059999999999999
57636.675961	0.992303	0.0006059999999999998
57636.676976999996	0.991271	0.0006059999999999999
57636.678004	0.990216	0.0006050000000000001
57636.679051	0.990448	0.0005989999999999998
57636.680086	0.990503	0.000599
57636.681104	0.989595	0.0005990000000000001
57636.682113	0.990284	0.0005989999999999999
57636.683145	0.99012	0.0005989999999999999
57636.684152	0.991151	0.0005989999999999999
57636.685203	0.989651	0.000599
57636.686227	0.989239	0.000593
57636.687243	0.990246	0.000594
57636.688256	0.989953	0.0005929999999999998
57636.689226	0.989951	0.000593
57636.690244	0.988607	0.0005919999999999999
57636.691266	0.990207	0.0005939999999999999
57636.692283	0.990125	0.0005939999999999999
57636.693296	0.989201	0.000593
57636.694336	0.989197	0.0005879999999999998
57636.695359	0.989791	0.0005879999999999998
57636.696371	0.988558	0.000587
57636.69739	0.987363	0.0005869999999999998
57636.698389	0.989185	0.0005879999999999999
57636.699401	0.988318	0.0005869999999999998
57636.700419	0.990302	0.0005879999999999999
57636.701511	0.988492	0.0005869999999999998
57636.702583	0.987176	0.000586
57636.703611	0.989112	0.000587
57636.704626	0.98877	0.0005879999999999998
57636.70564	0.988482	0.0005869999999999998
57636.706651	0.987076	0.0005869999999999998
57636.707658	0.987437	0.0005869999999999998
57636.708673	0.988332	0.000588
57636.709695	0.986559	0.0005869999999999998
57636.71075	0.98698	0.0005869999999999998
57636.711803	0.988306	0.000582
57636.712799	0.988121	0.000583
57636.713832	0.988781	0.000583
57636.714847	0.987062	0.000582
57636.715856	0.987119	0.000582
57636.716887	0.987685	0.000583
57636.717898999996	0.988153	0.000584
57636.718914	0.985663	0.0005869999999999998
57636.719955	0.987211	0.0005879999999999999
57636.720976	0.988788	0.000589
57636.722071	0.988383	0.0005890000000000001
57636.723097	0.987418	0.000589
57636.724103	0.987692	0.0005889999999999999
57636.725114	0.987289	0.0005879999999999999
57636.72615	0.987726	0.000588
57636.727163	0.988272	0.0005890000000000001
57636.72819	0.987474	0.0005879999999999999
57636.729198	0.986912	0.000588
57636.730212	0.987262	0.0005879999999999999
57636.731213	0.987103	0.0005879999999999999
57636.732222	0.986719	0.000588
57636.733236	0.988098	0.0005879999999999999
57636.734247	0.987918	0.0005889999999999999
57636.73527	0.987463	0.000588
57636.736295	0.989393	0.000594
57636.737438	0.988535	0.000594
57636.738472	0.988226	0.000594
57636.73953	0.987797	0.0005939999999999999
57636.740596	0.987591	0.0005929999999999999
57636.741612	0.988955	0.0005939999999999998
57636.742621	0.987282	0.000593
57636.743646	0.988333	0.0005939999999999999
57636.744667	0.986441	0.0005979999999999999
57636.745681	0.988192	0.000599
57636.746695	0.987885	0.0005990000000000001
57636.747715	0.987397	0.000599
57636.748729	0.988474	0.0005989999999999999
57636.749785	0.988352	0.0005989999999999999
57636.750793	0.988337	0.0005989999999999999
57636.751759	0.988676	0.0006039999999999998
57636.752827	0.987709	0.0006039999999999999
