time	CY
4128.835701111704	553.5560913085938
4128.836395850871	553.626708984375
4128.83778534038	553.4302368164062
4128.838480067905	553.8496704101562
4128.839174806606	553.5081176757812
4128.839869545773	553.6290893554688
4128.842648490332	553.7423706054688
4128.843343228567	553.5860595703125
4128.8440379682	553.62353515625
4128.844732706435	553.3128051757812
4128.845427434426	553.1498413085938
4128.846122172661	553.4026489257812
4128.864880078472	553.0514526367188
4128.865574805997	553.2755737304688
4128.866269544698	553.1036987304688
4128.866964283865	554.0791625976562
4128.8676590342075	553.2696533203125
4128.868353773374	553.36083984375
4128.869048500434	553.183837890625
4128.8697432396	553.2665405273438
4128.870437978301	553.1288452148438
4128.871132717468	553.212890625
4128.871827456169	552.9595336914062
4128.872522183694	553.181640625
4128.873216922395	552.7454833984375
4128.873911661096	553.19921875
4128.874606400263	552.9114990234375
4128.875301138964	552.9069213867188
4128.875995866954	553.1124877929688
4128.87669060519	553.1495971679688
4128.877385344822	553.2122192382812
4128.878080083523	553.0708618164062
4128.87877482269	553.24658203125
4128.879469549749	553.2308959960938
4128.880164288916	553.144775390625
4128.880859027617	553.749267578125
4128.881553766783	553.6482543945312
4128.882248517126	553.708251953125
4128.882943244185	553.6167602539062
4128.883637983352	553.8139038085938
4128.884332722053	553.9066772460938
4128.88502746122	553.6162109375
4128.885722188279	553.5551147460938
4128.886416927446	554.01171875
4128.887111666147	553.906494140625
4128.887806405779	553.720703125
4128.888501144014	553.5238647460938
4128.889195883181	553.6881713867188
4128.88989061024	554.0281372070312
4128.890585349407	553.6703491210938
4128.891280088108	553.7406005859375
4128.891974827275	554.1852416992188
4128.8926695548	553.69677734375
4128.893364293501	553.5059814453125
4128.894059032202	553.4009399414062
4128.894753771368	553.2022094726562
4128.895448510069	553.3795166015625
4128.8961432375945	553.9546508789062
4128.8968379762955	554.0050048828125
4128.897532727104	554.093994140625
4128.898227465805	553.6019287109375
4128.898922204506	553.7383422851562
4128.899616932031	553.4385375976562
4128.900311670732	553.428466796875
4128.901006409898	553.0389404296875
4128.901701148599	553.2861328125
4128.9023958873	553.30078125
4128.903090615291	553.2462158203125
4128.9037853535265	553.3285522460938
4128.904480093159	553.6799926757812
4128.905174831394	553.4622192382812
4128.905869570561	553.3953857421875
4128.90656429762	553.3748779296875
4128.907953775488	553.3621826171875
4128.910732719582	553.8938598632812
4128.911427458748	553.7261352539062
4128.912122208625	553.4598999023438
4128.912816947792	553.4633178710938
4128.932964317501	553.1607666015625
4128.93365904456	552.8157348632812
4128.934353783727	553.0443725585938
4128.935048522428	553.5670166015625
4128.935743261594	553.664794921875
4128.936438000295	553.29833984375
4128.93713272782	553.1829223632812
4128.937827466521	553.2720947265625
4128.938522205688	553.0001831054688
4128.939216944389	553.4256591796875
4128.93991168309	552.7922973632812
4128.940606410615	552.9511108398438
4128.941301160958	552.800537109375
4128.941995899659	552.7521362304688
4128.942690638825	552.9745483398438
4128.943385377526	552.6829223632812
4128.944080104586	552.8329467773438
4128.944774843752	553.2056884765625
4128.945469582453	553.0853271484375
4128.946164321154	553.2035522460938
4128.946859060321	553.0279541015625
4128.9475537873805	553.1145629882812
4128.948248526547	552.9174194335938
4128.948943265248	553.29296875
4128.949638004415	553.6881103515625
4128.95033274265	553.590087890625
4128.951027470175	553.45361328125
4128.951722208876	553.5332641601562
4128.952416948043	553.7745361328125
4128.953111686278	553.7206420898438
4128.953806414269	553.8756103515625
4128.95450115297	553.7034301757812
4128.955195891671	553.936767578125
4128.9558906308375	553.6464233398438
4128.95658538118	553.5375366210938
4128.9572801082395	553.5042114257812
4128.9579748469405	553.6104736328125
4128.958669586107	553.7342529296875
4128.959364324808	553.6380004882812
4128.960059063509	553.893310546875
4128.960753791034	553.7820434570312
4128.961448529735	553.435791015625
4128.962143268436	553.4453735351562
4128.962838007137	553.1539306640625
4128.963532746304	553.2488403320312
4128.964227473363	553.7238159179688
4128.96492221253	553.6671142578125
4128.965616951231	554.134765625
4128.966311690398	553.7017822265625
4128.967006428633	553.5800170898438
4128.967701156158	553.4738159179688
4128.968395894859	553.4511108398438
4128.969090634026	553.1390380859375
4128.969785372261	553.3037109375
4128.970480111428	553.041748046875
4128.971174850129	553.4209594726562
4128.971869589295	553.1556396484375
4128.972564327996	553.4969482421875
4128.973259066697	553.6122436523438
4128.973953805864	553.1547241210938
4128.974648532923	553.2719116210938
4128.975343271624	553.6217651367188
4128.976038010325	553.2162475585938
4128.978122215252	554.1002197265625
4128.978816954419	554.0428466796875
4128.97951169312	553.6010131835938
4128.980206432287	553.4763793945312
4128.98090115888	553.4268188476562
4128.981595898047	553.2662353515625
4128.982290636748	552.8463745117188
4128.982985375915	553.0117797851562
4129.000353799667	552.5237426757812
4129.001048550475	552.604248046875
4129.001743277535	552.8900146484375
4129.002438016236	553.0783081054688
4129.003132754937	552.8767700195312
4129.003827493638	553.7960815429688
4129.004522221629	553.127685546875
4129.005216959864	553.2850341796875
