time	ROLL
4128.884332722053	299.4648176208136
4128.88502746122	295.4234314955095
4128.885722188279	291.3142447422275
4128.886416927446	287.14489086473225
4128.887111666147	282.9244906961012
4128.887806405779	278.6636362227871
4128.888501144014	274.37480425629906
4128.889195883181	270.07091014429477
4128.88989061024	265.76537895242086
4128.890585349407	261.47228477549936
4128.891280088108	257.2044237708734
4128.891974827275	252.9744784456317
4128.8926695548	248.79346541156872
4128.893364293501	244.67095886843515
4128.894059032202	240.61475363914747
4128.894753771368	236.63103648731044
4128.895448510069	232.72378357849573
4128.8961432375945	228.89561781631278
4128.8968379762955	225.1469366626709
4128.897532727104	221.4768719777743
4128.898227465805	217.88390900965032
4128.898922204506	214.3645062419372
4128.899616932031	210.91461082543333
4128.900311670732	207.5292464204848
4128.901006409898	204.20304184385475
4128.901701148599	200.92994120608944
4128.9023958873	197.7038511893885
4128.903090615291	194.5179762496948
4128.9037853535265	191.36570100358688
4128.904480093159	188.2400070017792
4128.905174831394	185.134115722322
4128.905869570561	182.0406278715294
4128.90656429762	178.95281078752805
4128.907953775488	172.7651673926158
4128.910732719582	160.14403531307164
4128.911427458748	156.89689061609
4128.912122208625	153.5995291527879
4128.912816947792	150.24590603805956
4128.932964317501	35.19513763467984
4128.93365904456	31.71044810632594
4128.934353783727	28.292573598732133
4128.935048522428	24.936187138714047
4128.935743261594	21.6353974500351
4128.936438000295	18.38438179259498
4128.93713272782	15.175869243122406
4128.937827466521	12.003611003515346
4128.938522205688	8.860141788695046
4128.939216944389	5.73888207820869
4128.93991168309	2.632385063840843
4128.940606410615	359.5339686902551
4128.941301160958	356.43579247536013
4128.941995899659	353.3311426943334
4128.942690638825	350.2129114371874
4128.943385377526	347.07385557975715
4128.944080104586	343.90715828097615
4128.944774843752	340.7055880693263
4128.945469582453	337.4624589549801
4128.946164321154	334.1714323072144
4128.946859060321	330.8260350340614
4128.9475537873805	327.4204938638765
4128.948248526547	323.94926625788725
4128.948943265248	320.4076107654294
4128.949638004415	316.7919693630795
4128.95033274265	313.0987171246002
4128.951027470175	309.32655487387956
4128.951722208876	305.4746611367144
4128.952416948043	301.544351064084
4128.953111686278	297.5385095617873
4128.953806414269	293.4613317639165
4128.95450115297	289.31983262493503
4128.955195891671	285.12203384927096
4128.9558906308375	280.8778609997578
4128.95658538118	276.59888466408785
4128.9572801082395	272.2979583089012
4128.9579748469405	267.98849848380115
4128.958669586107	263.6841043202199
4128.959364324808	259.39882896428804
4128.960059063509	255.14516508027495
4128.960753791034	250.93522494992743
4128.961448529735	246.7791232601325
4128.962143268436	242.68611340335707
4128.962838007137	238.66291377180625
4128.963532746304	234.71475059527066
4128.964227473363	230.84488342681462
4128.96492221253	227.05499600860958
4128.965616951231	223.34472371049083
4128.966311690398	219.71287235156043
4128.967006428633	216.1566560394841
4128.967701156158	212.67235167570266
4128.968395894859	209.25559497915546
4128.969090634026	205.90092790978363
4128.969785372261	202.60290752952187
4128.970480111428	199.35510101992722
4128.971174850129	196.15110398131193
4128.971869589295	192.98440185701972
4128.972564327996	189.8480627110213
4128.973259066697	186.73489177032369
4128.973953805864	183.65020355344782
4128.974648532923	180.56300042514258
4128.975343271624	177.47770072371043
4128.976038010325	174.38750544390524
4128.978122215252	165.0149272006312
4128.978816954419	161.8337323878726
4128.97951169312	158.61199220501553
4128.980206432287	155.34328815565786
4128.98090115888	152.02136799838806
4128.981595898047	148.64006762486957
4128.982290636748	145.1934309716977
4128.982985375915	141.67680155744722
4129.000353799667	40.61621578367263
4129.001048550475	37.021401253058116
4129.001743277535	33.50121510721924
4129.002438016236	30.050411225609764
4129.003132754937	26.66456379652796
4129.003827493638	23.337664473975547
4129.004522221629	20.063758748060046
4129.005216959864	16.836109082470507
