time	CONTA
4128.734269481152	0.0003488968564861468
4128.734964220319	0.000331357510960358
4128.735658959486	0.00030842684966607734
4128.736353698652	0.00034102532221541137
4128.737048437353	0.00030611337268059364
4128.73774317652	0.00030836991816863635
4128.738437904511	0.00026517050186192226
4128.739132643212	0.00030941041692926106
4128.739827382378	0.0002949180708438412
4128.740522121079	0.0003242636385533165
4128.741216860712	0.0003121998590086221
4128.741911587771	0.00036768082511040877
4128.742606326938	0.0002904715131649213
4128.743301065639	0.0004366457596863854
4128.743995805271	0.0004736868579395926
4128.744690543972	0.0004797506560452398
4128.745385271497	0.0004710562645625735
4128.746080010664	0.0004317077485603611
4128.74677474983	0.0005188835956150066
4128.747469488997	0.00042289168112454473
4128.748164227698	0.0004500491754143587
4128.748858955223	0.0005777550756005691
4128.749553706031	0.000386934921988057
4128.750248444732	0.0003137327250617302
4128.750943183899	0.00041269987701620547
4128.751637923066	0.0003534331137816496
4128.752332650591	0.00030873039000229083
4128.753027389292	0.00026841042941621327
4128.753722128458	0.00024108067897885306
4128.754416867625	0.0002346188571536453
4128.756501073483	0.00024649513641954553
4128.757195812184	0.00022762675789791167
4128.757890551351	0.00022378785825040787
4128.758585290052	0.0002689573211900519
4128.759280018043	0.00028453052855992637
4128.759974756744	0.0002955834796796468
4128.76066949591	0.00032734817361670585
4128.761364234611	0.0003581721539980891
4128.762058974244	0.00038959495871110654
4128.762753701303	0.000403424991587081
4128.76344844047	0.00039727297685979336
4128.764143191278	0.0004002150154309334
4128.764837930445	0.0004093824842490053
4128.765532669146	0.0004582232820657439
4128.766227396671	0.0004755487777654515
4128.766922135837	0.0004613317075604774
4128.767616874538	0.0004354772733350999
4128.768311613705	0.0004088946332707918
4128.769006352872	0.0004349123137713974
4128.769701079931	0.00045490711980090254
4128.770395819098	0.0004629224088490564
4128.771090558264	0.0004071378632219539
4128.771785296965	0.0003649539018274535
4128.772480036598	0.0003926057365938291
4128.775258981157	0.0002656960588369488
4128.776648447383	0.0002626162939365704
4128.77734318655	0.0002843213749796669
4128.7780379257165	0.0002733358520210304
4128.796101105399	0.0009602600609463589
4128.7967958441	0.00088099002873223
4128.7974905716255	0.000630454725089526
4128.7981853103265	0.0004864760797495733
4128.798880049493	0.0004965013886439943
4128.79957478866	0.00043231377474511304
4128.800269527361	0.0005461636069469034
4128.800964254886	0.00045762379513754586
4128.801658994518	0.0003658768562298256
4128.8023537327535	0.00044310799947032116
4128.803048472386	0.0003500804969294667
4128.803743210621	0.0004082467542978372
4128.804437938612	0.00037697964990977655
4128.805132677313	0.00034095537476508517
4128.80582741648	0.00035950458927763295
4128.806522155181	0.00031126214020321924
4128.807216894813	0.00030526305142703327
4128.8086063726805	0.0003241266123270211
4128.8093011113815	0.0002866673201849429
4128.809995850548	0.00034145141966649816
4128.810690589715	0.0003951476540979656
4128.811385316774	0.0002953393354036276
4128.812080055941	0.00045938000386945083
4128.812774794642	0.0004830333043815107
4128.8134695338085	0.00048086911750782523
4128.814164272975	0.0004685983368869306
4128.814859000035	0.0005696705838418856
4128.815553739201	0.00047260113690694396
4128.816248477902	0.0005158785585395049
4128.816943217069	0.0005185997152769925
4128.817637956236	0.0004888011157949626
4128.818332683761	0.0005227451744984342
4128.819027422462	0.00042346591677427296
4128.819722161628	0.00039057083463502453
4128.820416900795	0.00045782531697588437
4128.82111162832	0.0003155732613187247
4128.821806367021	0.0002683562061460406
4128.822501106188	0.00028938615424950524
4128.82319585653	0.00020958881175815343
4128.823890595697	0.00024279709504938053
4128.824585322756	0.00023558519347223082
4128.825280061923	0.0002607209505472643
4128.82597480109	0.0002592642162006039
4128.826669539791	0.0002425726755320555
4128.827364278957	0.00027025489653601805
4128.828059006017	0.0002968974423305709
4128.828753745183	0.0003102891383515283
4128.829448483884	0.0003673018536436656
4128.830143223517	0.0003598851850264906
4128.830837962218	0.0003802065841599261
4128.831532689743	0.00041519090963983537
4128.832227428909	0.0004073489037133469
4128.83292216761	0.000421883568879015
4128.833616906777	0.00043710428709231515
4128.834311645478	0.00040876677646221405
4128.835006373003	0.00047212125732192835
4128.835701111704	0.0004254162357330238
4128.836395850871	0.0004869377256296137
4128.83778534038	0.000430272804750163
4128.838480067905	0.0004695244834515769
4128.839174806606	0.00043129617054597785
4128.839869545773	0.0004412849907838589
4128.842648490332	0.0003910002410185825
4128.843343228567	0.0003132077133051825
4128.8440379682	0.0002951774893495126
4128.844732706435	0.0002684879616748185
4128.845427434426	0.0002806614951764346
4128.846122172661	0.000269960753332446
4128.864880078472	0.0008815054388653831
4128.865574805997	0.0007955880600786561
4128.866269544698	0.0006361498291298015
4128.866964283865	0.0004942529296872338
4128.8676590342075	0.0004229652569046378
4128.868353773374	0.0005337807275493788
4128.869048500434	0.0003626254367363155
4128.8697432396	0.0003653832551712855
4128.870437978301	0.000360803814438637
4128.871132717468	0.00034913923718400485
4128.871827456169	0.0003313270874942618
4128.872522183694	0.00037676547245471564
4128.873216922395	0.0002810560992878972
4128.873911661096	0.00030002007369074986
4128.874606400263	0.0002657574380191193
4128.875301138964	0.000365939470899021
4128.875995866954	0.000254514241119889
4128.87669060519	0.0002883230618479006
4128.877385344822	0.00026391503064940563
4128.878080083523	0.0003158674507455355
4128.87877482269	0.0003686282644492304
4128.879469549749	0.00039271831550818616
4128.880164288916	0.00031118019834727164
4128.880859027617	0.00047386061606920015
4128.881553766783	0.0004835595096115629
4128.882248517126	0.000479322704149098
4128.882943244185	0.0006441036092113933
4128.883637983352	0.000519403581861982
4128.884332722053	0.000586774150680712
4128.88502746122	0.0005181519102600984
4128.885722188279	0.0006707846945306723
4128.886416927446	0.00038701778526303133
4128.887111666147	0.0005484482941659444
4128.887806405779	0.00041174060180837653
4128.888501144014	0.0005097555666227566
4128.889195883181	0.00038871181184732046
4128.88989061024	0.00026347854551342153
4128.890585349407	0.00023287900120356618
4128.891280088108	0.00023335745335247645
4128.891974827275	0.00022274180791888892
4128.8926695548	0.0002538779118141892
4128.893364293501	0.00023826707054174222
4128.894059032202	0.00026201585049783025
4128.894753771368	0.0002499297435493981
4128.895448510069	0.00026085981135939916
4128.8961432375945	0.0002846612502135815
4128.8968379762955	0.0002957959211552849
4128.897532727104	0.0003274112730104893
4128.898227465805	0.0003990812203517774
4128.898922204506	0.0003896786706059226
4128.899616932031	0.0003961238378771129
4128.900311670732	0.0004554105700894198
4128.901006409898	0.00039203715282656203
4128.901701148599	0.0004357405488284475
4128.9023958873	0.0004165718424926228
4128.903090615291	0.000448551526875063
4128.9037853535265	0.0004451803603081758
4128.904480093159	0.00043535901491315265
4128.905174831394	0.0004064541795022159
4128.905869570561	0.00043434011412661074
4128.90656429762	0.0004912005760643408
4128.907953775488	0.00037954129222216487
4128.910732719582	0.0003620481131545759
4128.911427458748	0.00029428451349649274
4128.912122208625	0.0003024126168280259
4128.912816947792	0.0002801796671671016
4128.932964317501	0.000960498506548291
4128.93365904456	0.0007636231105247556
4128.934353783727	0.0008019120152958813
4128.935048522428	0.0004863544802244631
4128.935743261594	0.0004959700031555284
4128.936438000295	0.00042450185724002417
4128.93713272782	0.0003602505585681762
4128.937827466521	0.0003638337065234826
4128.938522205688	0.00036630692700930005
4128.939216944389	0.0004432302928359644
4128.93991168309	0.00035012978360753
4128.940606410615	0.00040715720118660005
4128.941301160958	0.00037681477449585525
4128.941995899659	0.0003405339775499215
4128.942690638825	0.0003594431779228349
4128.943385377526	0.0002310386780188682
4128.944080104586	0.00042462037205024295
4128.944774843752	0.0002895333182915861
4128.945469582453	0.0003225601961996397
4128.946164321154	0.0002867163032688131
4128.946859060321	0.00031409118164794886
4128.9475537873805	0.0003696335227107219
4128.948248526547	0.0002930663112720163
4128.948943265248	0.0003176112237937033
4128.949638004415	0.00047494554059576433
4128.95033274265	0.00048477806538532465
4128.951027470175	0.0006360529667933903
4128.951722208876	0.0006097209822623802
4128.952416948043	0.0005229686080099789
4128.953111686278	0.0005819995465064612
4128.953806414269	0.0003839530953170171
4128.95450115297	0.0005846139924301268
4128.955195891671	0.0005229019132975023
4128.9558906308375	0.0004238896236635546
4128.95658538118	0.0005406658503429004
4128.9572801082395	0.0004570932650400785
4128.9579748469405	0.0003157604192468649
4128.958669586107	0.0002682204697208767
4128.959364324808	0.00026415968463267664
4128.960059063509	0.0002506786713803764
4128.960753791034	0.00024259283732364865
4128.961448529735	0.00020141056533658412
4128.962143268436	0.00023621469395830935
4128.962838007137	0.00022460877579010731
4128.963532746304	0.00024256934011669906
4128.964227473363	0.00027010470186435175
4128.96492221253	0.0002652129833428691
4128.965616951231	0.00031261579421335836
4128.966311690398	0.0003377691226842013
4128.967006428633	0.0003638667947165969
4128.967701156158	0.00040879549589784296
4128.968395894859	0.000391480106928217
4128.969090634026	0.0003896046819709309
4128.969785372261	0.00042266066822476057
4128.970480111428	0.00040565924983510405
4128.971174850129	0.0004037919111634154
4128.971869589295	0.0004712466366721416
4128.972564327996	0.0004265828944121523
4128.973259066697	0.00043613652613967626
4128.973953805864	0.00044092089447940095
4128.974648532923	0.00042947865524987477
4128.975343271624	0.00043991989721292514
4128.976038010325	0.0004318487205183668
4128.978122215252	0.0003655767412764949
4128.978816954419	0.00039814752148130986
4128.97951169312	0.000390712466655592
4128.980206432287	0.00030036562290523914
4128.98090115888	0.0002999862548493438
4128.981595898047	0.00026819688416909737
4128.982290636748	0.00028081837130043306
4128.982985375915	0.0002720837016044864
4129.000353799667	0.000998311055447344
4129.001048550475	0.0008903406626526672
4129.001743277535	0.000881440583091961
4129.002438016236	0.0008062484831514817
4129.003132754937	0.0006363652023918544
4129.003827493638	0.000635381022118207
4129.004522221629	0.0005101608382429826
4129.005216959864	0.000443505469766894
