time	SMEAR
4128.87669060519	68.22609064228332
4128.877385344822	75.14653035952415
4128.878080083523	67.62869658618624
4128.87877482269	67.46947944898744
4128.879469549749	67.42906840743507
4128.880164288916	68.03005720078832
4128.880859027617	67.61919387344669
4128.881553766783	67.59413403007795
4128.882248517126	67.6221546129209
4128.882943244185	67.982630259697
4128.883637983352	68.9472103976334
4128.884332722053	69.89955127327181
4128.88502746122	67.92752557718718
4128.885722188279	68.68759025662808
4128.886416927446	97.88170962528166
4128.887111666147	137.39924101920502
4128.887806405779	74.17731900829969
4128.888501144014	68.91776317131318
4128.889195883181	88.87182951601321
4128.88989061024	91.3006857967584
4128.890585349407	68.13078312450865
4128.891280088108	68.6613546934081
4128.891974827275	71.74640799297137
4128.8926695548	70.97874852065812
4128.893364293501	68.5257899401718
4128.894059032202	69.52390661763373
4128.894753771368	70.71546840096154
4128.895448510069	102.05445034578344
4128.8961432375945	115.71482221478097
4128.8968379762955	73.5932459134554
4128.897532727104	74.34174545052133
4128.898227465805	83.4880459864817
4128.898922204506	86.14517076225428
4128.899616932031	76.37293575982196
4128.900311670732	74.11838609945545
4128.901006409898	69.94696431969004
4128.901701148599	70.42146430067292
4128.9023958873	70.81683399151697
4128.903090615291	68.00322513440791
4128.9037853535265	67.43138581321215
4128.904480093159	67.34450853412747
4128.905174831394	68.17026456925788
4128.905869570561	74.6048065894476
4128.90656429762	75.83726457515417
4128.907953775488	75.0524708113931
4128.910732719582	67.82498851222991
4128.911427458748	67.63501218478584
4128.912122208625	67.40550542480739
4128.912816947792	67.4288031678795
4128.932964317501	87.514381708192
4128.93365904456	77.36571031730357
4128.934353783727	74.34104691846339
4128.935048522428	69.53922793551394
4128.935743261594	68.17659076744184
4128.936438000295	70.11024607744206
4128.93713272782	68.34685710976765
4128.937827466521	67.56350444306324
4128.938522205688	67.3479784163082
4128.939216944389	68.07886585515062
4128.93991168309	73.14937717401556
4128.940606410615	77.73060171981884
4128.941301160958	71.33054320870039
4128.941995899659	72.98772077916952
4128.942690638825	78.8508427094762
4128.943385377526	69.95867688289592
4128.944080104586	69.30797648590072
4128.944774843752	68.15339396867974
4128.945469582453	72.53871648877558
4128.946164321154	70.90740205065322
4128.946859060321	67.51951114866652
4128.9475537873805	67.41479389009157
4128.948248526547	67.58895897811031
4128.948943265248	68.07855253943573
4128.949638004415	67.38611608004626
4128.95033274265	67.86022137119723
4128.951027470175	67.58323649157273
4128.951722208876	68.28413795985735
4128.952416948043	69.80644370234191
4128.953111686278	68.73920982583782
4128.953806414269	68.04812909333201
4128.95450115297	71.36038187950672
4128.955195891671	128.5297975887836
4128.9558906308375	104.14130655896201
4128.95658538118	69.04181786202324
4128.9572801082395	70.5962807720131
4128.9579748469405	103.49468347709495
4128.958669586107	72.43450821296398
4128.959364324808	68.02315173648446
4128.960059063509	69.75889400994615
4128.960753791034	73.05333003130599
4128.961448529735	68.59595465504218
4128.962143268436	68.94849904629747
4128.962838007137	69.84898071002169
4128.963532746304	76.79783842259975
4128.964227473363	123.30695866759804
4128.96492221253	89.75148653705246
4128.965616951231	72.1652984370901
4128.966311690398	77.62071709510116
4128.967006428633	87.68148909098376
4128.967701156158	80.76038813662414
4128.968395894859	74.60999121231924
4128.969090634026	71.84307874628765
4128.969785372261	69.34416990668305
4128.970480111428	71.60340455690869
4128.971174850129	69.16599199302203
4128.971869589295	67.68243539000918
4128.972564327996	67.30032880579061
4128.973259066697	67.62239618560432
4128.973953805864	70.39931103467816
4128.974648532923	77.52093450079272
4128.975343271624	72.09987166904337
4128.976038010325	71.1243777149684
4128.978122215252	68.88985188667866
4128.978816954419	68.4563777952261
4128.97951169312	67.64510794469453
4128.980206432287	67.50523326255978
4128.98090115888	67.40263610697649
4128.981595898047	67.40695046716712
4128.982290636748	67.42735168394555
4128.982985375915	67.7336541422319
4129.000353799667	76.1089699628964
4129.001048550475	85.78578100305187
4129.001743277535	83.82701175084213
4129.002438016236	74.63160906168574
4129.003132754937	72.92479597324001
4129.003827493638	67.927603458851
4129.004522221629	69.20746076571086
4129.005216959864	69.59227708382537
