time	CX
4128.894753771368	547.686767578125
4128.895448510069	548.0221557617188
4128.8961432375945	548.0533447265625
4128.8968379762955	547.5687866210938
4128.897532727104	547.354248046875
4128.898227465805	547.3245239257812
4128.898922204506	547.1840209960938
4128.899616932031	547.3866577148438
4128.900311670732	547.4907836914062
4128.901006409898	547.5791015625
4128.901701148599	547.4500732421875
4128.9023958873	547.8446655273438
4128.903090615291	547.3504638671875
4128.9037853535265	547.5296020507812
4128.904480093159	547.5881958007812
4128.905174831394	547.7254028320312
4128.905869570561	547.4576416015625
4128.90656429762	547.3089599609375
4128.907953775488	547.6831665039062
4128.910732719582	547.4773559570312
4128.911427458748	547.376220703125
4128.912122208625	547.4492797851562
4128.912816947792	547.2307739257812
4128.932964317501	547.3030395507812
4128.93365904456	547.4056396484375
4128.934353783727	547.1414794921875
4128.935048522428	546.9932861328125
4128.935743261594	547.5526123046875
4128.936438000295	547.2528076171875
4128.93713272782	547.4393310546875
4128.937827466521	547.2107543945312
4128.938522205688	547.1575927734375
4128.939216944389	547.5569458007812
4128.93991168309	547.8763427734375
4128.940606410615	547.530029296875
4128.941301160958	547.7890014648438
4128.941995899659	547.5355224609375
4128.942690638825	547.546875
4128.943385377526	547.4622192382812
4128.944080104586	547.5932006835938
4128.944774843752	547.2467651367188
4128.945469582453	546.9345092773438
4128.946164321154	547.2518310546875
4128.946859060321	547.1277465820312
4128.9475537873805	547.1539306640625
4128.948248526547	547.2683715820312
4128.948943265248	547.3539428710938
4128.949638004415	547.5299682617188
4128.95033274265	547.7109375
4128.951027470175	547.5932006835938
4128.951722208876	547.5760498046875
4128.952416948043	547.0729370117188
4128.953111686278	546.8312377929688
4128.953806414269	547.4006958007812
4128.95450115297	547.1944580078125
4128.955195891671	547.0855102539062
4128.9558906308375	547.2462158203125
4128.95658538118	547.8516235351562
4128.9572801082395	547.947265625
4128.9579748469405	547.5802612304688
4128.958669586107	547.1497192382812
4128.959364324808	547.4308471679688
4128.960059063509	547.839111328125
4128.960753791034	548.0576782226562
4128.961448529735	547.7780151367188
4128.962143268436	547.044189453125
4128.962838007137	547.67822265625
4128.963532746304	547.6690673828125
4128.964227473363	547.928466796875
4128.96492221253	547.740234375
4128.965616951231	547.4041137695312
4128.966311690398	547.2725219726562
4128.967006428633	547.362060546875
4128.967701156158	547.2243041992188
4128.968395894859	547.067138671875
4128.969090634026	547.5249633789062
4128.969785372261	547.2809448242188
4128.970480111428	547.689208984375
4128.971174850129	547.5897216796875
4128.971869589295	547.4393310546875
4128.972564327996	547.5411987304688
4128.973259066697	547.3016357421875
4128.973953805864	547.654052734375
4128.974648532923	547.3131103515625
4128.975343271624	547.112548828125
4128.976038010325	547.3424072265625
4128.978122215252	546.8964233398438
4128.978816954419	547.1083374023438
4128.97951169312	547.3763427734375
4128.980206432287	547.1777954101562
4128.98090115888	547.4076538085938
4128.981595898047	546.8240966796875
4128.982290636748	546.9741821289062
4128.982985375915	546.8953857421875
4129.000353799667	546.8206787109375
4129.001048550475	546.6494750976562
4129.001743277535	547.323486328125
4129.002438016236	547.3270874023438
4129.003132754937	546.708984375
4129.003827493638	547.577880859375
4129.004522221629	547.2391967773438
4129.005216959864	547.3065795898438
