time	flux	flux_err
57328.353823559824	0.9996641362664794	0.003905984508794948
57328.35503080021	1.000331411417775	0.003896924171915849
57328.35624074004	0.9983068926221326	0.003909110213860362
57328.35745073994	1.0001909556398183	0.003916710975497414
57328.358661400154	0.9989532516915293	0.003919706095988827
57328.35987315	1.0005383043751948	0.003900523933617111
57328.36109285987	1.0009505898402091	0.003898425872657425
57328.36230046022	0.9981212187293894	0.003903771455442776
57328.36351092997	0.9975756836307644	0.003902406750794929
57328.36472096014	1.0	0.003907488866455463
57328.36593161989	1.000205934989063	0.003909207242311598
57328.36714156018	1.0001675171459359	0.003943899089126312
57328.36835240991	1.0004623541765556	0.003914964492696914
57328.36956145009	0.998051506798361	0.003911128868642506
57328.37076993985	0.9993617237251659	0.0039040763804727915
57328.37198039004	0.9987751853492342	0.0038871312301820434
57328.37318977992	0.997750525989789	0.003876514973372672
57328.37439937004	0.9977767613260122	0.003891328627037852
57328.37560930987	0.9989190413413556	0.0038997189348224
57328.37681671977	1.0003049167256506	0.003907583625105226
57328.37802864005	0.9980935310500056	0.00390974374449433
57328.37924002995	0.9995636319315162	0.003926660940600084
57328.38045267993	0.9982505564492551	0.003920575335653033
57328.38166155014	0.9998525994212205	0.003941110176949448
57328.38287167018	0.9973728310988329	0.0039844716969332965
57328.38408161001	0.9979997112281379	0.003915124046566689
57328.385291410144	0.9997212678875876	0.003956808806835957
57328.38650261983	0.9978453099265346	0.003919480641368383
57328.38771328981	0.9996721596805794	0.00392346205133209
57328.3889217698	0.9962931522222227	0.003976850530423667
57328.39013245003	1.0016144861398217	0.004077159368920335
57328.39134310977	0.9956965170993779	0.003986716319308089
57328.39255261979	0.9950686129467922	0.004059934579867992
57328.39376092981	0.9935441300486512	0.003976862769110838
57328.39497287012	0.99442923433312	0.00401498762023481
57328.39618099993	0.9937639941898698	0.003951165590425808
57328.3973931102	0.9914974160084788	0.003913633210360618
57328.39861318003	0.9917211571427795	0.003923569284955875
57328.399819239974	0.9897515389900623	0.0039085589606136
57328.40103153977	0.9893974207449824	0.00394864419370077
57328.40224057994	0.9880615110299449	0.003926719131731723
57328.40345992008	0.9888072250747943	0.00393459627262107
57328.40467021986	0.9906687094414671	0.003988875383026351
57328.40587926004	0.9876177363155396	0.003995980860525563
57328.40708672022	0.9889100740199209	0.0039423853708514455
57328.40829575993	0.9900271017126108	0.0039470305137881394
57328.40950299007	0.9871648824153909	0.003938218467456428
57328.41071077017	0.9867365127701727	0.003907986635685365
57328.41192106995	0.9877606417841778	0.003916252842291933
57328.41313190991	0.9868937332039648	0.00390773427145782
57328.41433990979	0.9879559344443354	0.0038926609871953377
57328.41555075999	0.9864334529645129	0.0038923280831156624
57328.41676197014	0.9869306905294523	0.003887095120781757
57328.417972629875	0.988984973427555	0.0038736899568147343
57328.41918908013	0.9873650505325878	0.003870506423048009
57328.42039939016	0.9865580509261941	0.003908585591487337
57328.42160785011	0.9872070270198804	0.003878186296233484
57328.42281869985	0.988262178026952	0.0039006293130653758
57328.42402645992	0.9880829917315264	0.0038650884794881337
57328.42523965984	0.9890167944668765	0.0038585314169184816
57328.42644779989	0.9879967159362948	0.003860434646168299
57328.42765532992	0.9879792392929538	0.0038561656108698516
57328.42886311002	0.9858123980823288	0.0038439968261461243
57328.43007359979	0.9852869309791764	0.0038697681215451936
57328.43128407001	0.9872908928491331	0.0038797134285674293
57328.43249619007	0.9862686731829777	0.00390224513593967
57328.4337061299	0.9859964685376112	0.0038908433193455337
57328.4349178099	0.9884341046996413	0.0038929914092546607
57328.4361250298	0.986045650073907	0.003933537704670975
57328.43733425997	0.9869581789260493	0.0038802267503910462
57328.43854021979	0.9856751750597086	0.003956990165984388
57328.43975323019	0.9870131776248176	0.0039352416866321425
57328.44096081983	0.9878823245669334	0.003921404541514234
57328.44218057021	0.9878600611284493	0.0039003279120278346
57328.44339032983	0.9857238111809759	0.0039203436900094426
57328.44459665007	0.9864854229646131	0.003881350212240822
57328.44580315984	0.9874732233072953	0.003872242059040183
57328.44701184006	0.9874630609354809	0.003859527838523004
57328.4482210502	0.9874294895073679	0.0038518773355146947
57328.4494314501	0.9865318832851055	0.0038535476516725112
57328.45063921017	0.9882970609696569	0.0038518896620219306
57328.45185024011	0.987146580820194	0.0038483533334970135
57328.45305691985	0.9866002733180114	0.003854270526705971
57328.45426758984	0.9883317179077156	0.003880264082451631
57328.45547391008	0.9839022060995785	0.003875166996903318
57328.45668157003	0.9856682747161869	0.003859995619663788
57328.45789042999	0.989805833680478	0.0038603808048745364
57328.4591010902	0.9857428598728845	0.003854643152118281
57328.46031338023	0.9851381404325568	0.003854570696488485
57328.46152007021	0.9881145989159157	0.003870629220257209
57328.46272891992	0.9896005291850081	0.0038641628810302574
57328.46394937019	0.9867744662959911	0.0038660706098138866
57328.46516004018	0.9857738814533259	0.00388787573259113
57328.46636709012	0.9861086008394954	0.0038792936237782663
57328.46757846977	0.9850744284876899	0.0038670824021728323
57328.46879220986	0.9844764607833273	0.0038617086609905324
57328.47000487009	0.9866513675859275	0.0038703782507057537
57328.47121657012	0.9870440421438793	0.003903618358892689
57328.4724263302	0.9859575303141564	0.0038944029296079114
57328.47363970987	0.9873137399888351	0.003893018857137789
57328.47485669981	0.9856096622283054	0.0038782366513041124
57328.47606445988	0.9852502171233876	0.003897967985124718
57328.47727670986	0.985418683338729	0.003884766127130868
57328.47848520008	0.9865640735820496	0.0038869640541760817
57328.47969677019	0.9881888392377517	0.003899208678404414
57328.48090435983	0.9841012884034951	0.0038846316679469334
57328.4821157502	0.9856996829586288	0.0039037829235212076
57328.48332731006	0.9858666933256124	0.0039020004027296314
57328.48453770997	0.988137869701351	0.003910944862484408
